"logFC" "logCPM" "F" "PValue"
"jg13040.t1" 0.712068506010716 7.37184255508431 8.43435430587759 0.00637250647053646
"jg24320.t1" -3.10318256693172 9.23619587349319 57.5081631484485 7.36777552222673e-09
"jg13150.t1" -0.0564396875085987 5.47709697155247 0.0430009978661282 0.836938631945493
"jg18693.t1" -0.598232679782971 7.07003470656103 4.87311134889881 0.0340030608514819
"jg20662.t1" -0.110007175889442 5.38953367553896 0.271230890411158 0.605823310904504
"jg20961.t1" -0.650355150890303 5.60203613008847 1.95496515326933 0.170948654752713
"jg16869.t1" 0.12985998556395 6.34611122326953 0.517231165345915 0.886877567351322
"jg21472.t1" 0.354435602506095 5.62818018091058 2.92590325980828 0.0961190176161822
"jg14918.t1" -0.00897834792834064 6.45682947934464 0.00117817385180941 0.972815547181086
"jg6879.t1" 0.263641358405019 5.5380400416928 1.41137043593032 0.242917418842105
"jg9655.t1" 2.27754631599434 11.8025305224221 23.5261089783697 2.58043644884455e-05
"jg21140.t1" -0.0493050432468125 5.63948046524548 0.028324463704375 0.867327879156062
"jg20029.t1" 0.168249616152477 5.42793438995711 0.482463028441004 0.491945321484494
"jg17034.t1" 0.226074315122427 5.85998136560088 1.15687209095671 0.842946984163354
"jg24130.t1" 0.316186136377719 5.28815477816408 0.813585056814517 0.373296682789426
