"logFC" "logCPM" "LR" "PValue"
"jg22747.t1" 0.170772803147004 0.379310399904145 0.0572499798671189 0.810896474346044
"jg22579.t1" -0.0566482924443486 2.92312149195196 0.00915563332334823 0.923770695985644
"jg14550.t1" -2.17667144887812 8.28055794409084 19.0239238379454 1.29089775565545e-05
"jg3206.t1" 3.12882531762407 6.86095419613785 40.8825064385633 1.6166176715093e-10
"jg16539.t1" -1.00004614836649 7.04916265378262 4.72075073978378 0.02980072962177
"jg16670.t1" 1.53660361791036 -1.02556398284025 4.13626155084238 0.0419737704386727
"jg7137.t1" -0.0469860826879607 5.46505407762367 0.0122967464557746 0.911703023627475
"jg23068.t1" -1.68289366860073 4.7371636601125 13.187482734071 0.000281825200042645
"jg19022.t1" 0.237256138532515 12.6911205849948 0.201083374368181 0.653847794905858
"jg17564.t1" -0.489623400536168 6.10130745677023 1.29801151783883 0.254576762419217
"jg8970.t1" -0.161577443920727 3.77088378585166 0.0992625737447179 0.752716375329744
"jg16441.t1" 0.86942590748234 3.51342602618573 2.62370977184156 0.105278049974901
"jg17663.t1" 1.1029340871914 3.92942844818775 4.79067717301744 0.0286141748978079
"jg11929.t1" -1.02594272811856 5.51888062258899 5.77755665696449 0.0162320905896321
"jg5188.t1" 0.0965750913040825 4.45663085443157 0.0434092854315129 0.834956512702317
"jg25655.t1" 4.63067081815809 -0.510680789483578 30.2049664925047 3.88712794288532e-08
"jg27535.t1" 4.75553149460529 2.13641314455658 38.9964403145117 4.24579012568908e-10
"jg17726.t1" -0.393796132721669 4.7935590010718 0.773688271902765 0.37907846879337
"jg12834.t1" 0.483746143029696 3.94454143607239 0.940729253456494 0.332090366877248
"jg23928.t1" 0.271455325781729 1.66687212570818 0.161646235005055 0.687645368954743
"jg7313.t1" -0.978128605755912 5.68070269246459 5.38758703399288 0.0202804963428627
"jg24005.t1" -2.00072632028382 4.58230065664617 17.6957404679491 2.5920638791249e-05
"jg4535.t1" -0.781162806862332 6.09813496474241 3.27882307117412 0.0701792381576311
"jg16460.t1" 7.55177431024665 0.544176767922175 56.1167891834605 6.82914592489115e-14
"jg20985.t1" -0.492409788291188 -0.678209079595648 0.418680144220622 0.517596362369517
"jg20364.t1" 0.681252768296669 5.01290387867046 2.39829351494879 0.121467689415114
"jg16530.t1" 0.905263984905524 4.49170228971113 3.78948742387132 0.0515754402499919
"jg23188.t1" -0.185088347178044 6.81474476062362 0.168944684728871 0.681051407687036
"jg12542.t1" -1.34542951120682 5.43422427583059 9.66593695618718 0.00187716000754862
"jg14304.t1" 2.01348267473639 6.5157989049332 19.3459387975061 1.0905092572006e-05
"jg19859.t1" 1.05929155753158 6.01609200192201 6.06105375186073 0.0138195200943604
"jg3617.t1" 6.24663904150676 8.47314793803387 107.446031695087 3.55454120794065e-25
"jg7699.t1" -0.513432577272793 1.22365741249375 0.535261064010067 0.464403358281778
"jg19250.t1" -1.306478012096 2.32955228002288 3.95530111423956 0.0467239581002633
"jg12361.t1" 0.52857727498177 5.10990870232667 1.47168947089219 0.225079322336451
"jg21396.t1" 0.251597670228968 3.30393715797718 0.205456196128327 0.65035234427343
"jg18735.t1" -0.524327746919317 3.08020427763011 0.817450361894198 0.365926676213863
"jg5758.t1" 0.0629991553007225 5.21842793309485 0.0213733956885633 0.883766324960974
"jg6765.t1" -0.313677878830398 5.2242517051159 0.528392548307 0.467283450578699
"jg22429.t1" -1.05739326233334 6.51664766522678 5.60689407150841 0.0178899456456435
"jg14485.t1" -0.532875670543957 5.17882946543291 1.510345320933 0.219086401025511
"jg28134.t1" -0.873470769964615 -1.21154008559744 1.08627527924985 0.29729796251355
"jg18513.t1" -0.945263697438711 4.26605930663784 3.8643089046467 0.0493235030050941
"jg2993.t1" 2.83996638746096 0.382528212266612 14.3856087810967 0.000148936219462163
"jg10265.t1" 5.58392226085708 1.65515383108855 45.0606652078528 1.91024064672216e-11
"jg11471.t1" 1.2373574146729 5.39204359788306 8.2247219019485 0.00413235373596373
"jg19910.t1" 1.41049189197832 0.0973158388505643 3.86591704309581 0.0492762582276958
"jg21262.t1" 0.937492677058971 6.20025502989806 4.64253874488065 0.0311888311916958
"jg11986.t1" 3.52284562986149 7.69769874185857 46.0577594418773 1.1481749294635e-11
"jg17342.t1" 0.626730405931205 7.25735628631576 1.84005636438152 0.174944341142218
"jg7116.t1" -3.24407848095207 5.82175828110006 49.4445038777821 2.0406344110541e-12
"jg6651.t1" -0.331837909535275 6.08592632874037 0.599407514413571 0.438804175498998
"jg16400.t1" -1.47381410022753 5.7875163347049 11.8477945252039 0.000577296767113323
"jg21026.t1" 0.402899769007491 1.97841835159422 0.374308253478727 0.540665215443548
"jg8407.t1" -2.45356110643577 1.81188109226661 11.4744152257823 0.00070560846048008
"jg7434.t1" -1.69244760566417 3.30869061597533 8.64908527988628 0.00327225596282814
"jg26958.t1" 6.98798189137933 6.11886838792675 155.265477495323 1.2251213728339e-35
"jg6942.t1" -0.806032900044184 5.72045967384117 3.69197071198624 0.0546749801799192
"jg19970.t1" 0.535108866174481 5.92743456991678 1.59257751882615 0.206958264512293
"jg27371.t1" 4.34602825047756 2.03167872442509 33.5982916614886 6.77522056364089e-09
"jg27177.t1" 7.51615001191 4.49899839614403 144.419379726863 2.87674032510196e-33
"jg3386.t1" -1.17252564617355 3.43978078694967 4.52598198391315 0.033383911697409
"jg19414.t1" 0.0733875834594244 2.75774130856001 0.0146649399818273 0.903612712208899
"jg20827.t1" 0.261743669295264 6.08536752190888 0.373458438073541 0.541125131910129
"jg15507.t1" 0.462976642253594 7.08901130930809 1.02439374616434 0.311479062561898
"jg3740.t1" -0.419073858152802 7.2112443906236 0.829512006301258 0.362413675422197
"jg23813.t1" -2.54479559471224 3.6934238168242 20.9184406629232 4.79258633579257e-06
"jg26013.t1" -0.569137980729655 5.43939646002042 1.78488217338098 0.181550964667026
"jg5550.t1" -1.5409312927062 0.290581040886967 4.12161470286507 0.042338649667546
"jg10791.t1" 1.99154841535521 7.86058823433584 16.4329235006488 5.04021650456029e-05
"jg4340.t1" -1.81790213698867 -0.595394013352506 4.77273120723965 0.0289139212686904
"jg15434.t1" 8.27404695244864 4.76088486388267 171.017972853765 4.434399877419e-39
"jg2094.t1" -0.140067559798578 -0.264028776238945 0.0367773527893931 0.847919062867202
"jg22572.t1" -0.772592894547009 4.46199489947959 2.73814392657414 0.0979785090106533
"jg17785.t1" -0.169704476897843 4.64120371309791 0.140400885969619 0.707882802244321
"jg27154.t1" 10.8755143016623 3.26611408014736 130.202808174316 3.69977698396254e-30
"jg3376.t1" 0.949668624297935 5.98389601250925 4.91518518966629 0.0266216091419527
"jg16368.t1" -0.147240321338422 3.03254338827843 0.0639300422307212 0.800388835496492
"jg5444.t1" -0.912716720472602 3.79243601472304 3.12763851407757 0.0769751674866029
"jg16037.t1" 0.0883188756105778 4.55901065631791 0.037298158981967 0.846859262715442
"jg3638.t1" 0.0446358578179076 8.03205328220898 0.00880831676090565 0.925226220902316
"jg10938.t1" 0.212144940945231 4.77794109699704 0.225061239436641 0.635210275037915
"jg4943.t1" -0.754649031564391 2.07614493414224 1.3046027650773 0.253374184146665
"jg26060.t1" 1.09338334344186 0.85830547673319 2.39533975336661 0.121697307490371
"jg12283.t1" 3.67144348649405 -0.0162716341424709 21.9270872749027 2.83208077134226e-06
"jg12250.t1" 2.03632243255959 -0.129033317222973 7.74580771818033 0.00538373751281952
"jg25863.t1" -0.507805052786894 6.34291405853689 1.34752403925199 0.245711434398319
"jg20586.t1" -0.159075670709641 4.89393303777645 0.128878317581751 0.719597884124101
"jg17040.t1" -0.98443408994992 7.17185638274032 4.52268270646894 0.0334483442662352
"jg16009.t1" 0.0756840324703867 6.74750910991573 0.0284961920466458 0.865947546297849
"jg4011.t1" 1.62051433637579 -0.410231211227084 4.89822413403597 0.0268843288179563
"jg12854.t1" -0.325574426417705 4.04791866090242 0.44027449114891 0.506989999929225
"jg26589.t1" -2.73758795777888 0.233901845447056 10.8722437416871 0.000976161954098926
"jg5994.t1" 1.98555456987512 1.96670206404863 8.56879033819846 0.00341974287994352
"jg3641.t1" -1.76301637546188 2.97871997864491 8.32868101315814 0.00390239816311527
"jg3591.t1" -0.817583451548066 -0.235887267221116 1.19106507644907 0.27511482299562
"jg26315.t1" -0.754192710563149 0.478049390383324 1.08836207806572 0.296834404516259
"jg6207.t1" -0.754652832254936 4.60530127178238 2.71849775874909 0.0991913296568209
"jg19623.t1" -1.63410560868245 3.99996940264104 10.3122349801866 0.00132151142743841
"jg26730.t1" 0.607964427207092 4.29176929988784 1.63869249669652 0.200504957208627
"jg12903.t1" -2.71317270988779 1.94389291443029 14.0244064820649 0.000180453121134053
"jg8060.t1" 0.0351457807162883 5.37183467774485 0.00678774756772782 0.934338347011016
"jg16215.t1" -0.4175286729495 4.74171232886172 0.861959856364116 0.353190820333134
"jg3825.t1" 1.99930583620636 2.05591899030618 8.79229434543376 0.0030250555806352
"jg6384.t1" 1.48355743298822 3.66422413284209 7.82436852462843 0.00515464531365148
"jg4680.t1" -3.80428250561697 7.40673021916656 53.5056275971255 2.57853131135357e-13
"jg3257.t1" 1.10340955428731 7.01929656059815 5.74949922519395 0.0164933576795755
"jg5436.t1" -0.380005621121368 8.37785277838206 0.62849434256492 0.427908137321661
"jg21738.t1" -0.653794470851642 5.97795023973197 2.34789217717102 0.125452535030781
"jg22249.t1" -0.187822120749123 4.37344476757453 0.16046149271998 0.688731986713035
"jg4391.t1" -0.747495699089375 4.3332944897371 2.47621260052223 0.115580273702912
"jg26564.t1" 10.8662493535889 1.8643009357696 86.9437950020223 1.11649435901389e-20
"jg23554.t1" 0.115373846018496 6.00136917313996 0.0735743599915111 0.786201881832967
"jg15995.t1" 1.36012716491528 0.680517172898477 3.68247602169582 0.0549871360334672
"jg15225.t1" -0.680576686042179 6.39649786814292 2.39277574274764 0.121897017397545
"jg14230.t1" -0.794143727110719 8.08408696460455 2.74748783222209 0.0974073643482105
"jg26278.t1" -0.458250145774947 6.11147576283725 1.13612942880955 0.28647168679906
"jg24161.t1" 2.89203304804211 -0.161420068396848 14.5903938096046 0.000133593825812026
"jg20309.t1" 0.0145663833837095 2.70988517960745 0.000567138429106606 0.98100043970852
"jg12017.t1" 2.72280900982601 2.11509518206903 15.5603803472456 7.99116827836273e-05
"jg11458.t1" 0.235725552583465 2.66888636466234 0.147205116520285 0.701220686089813
"jg26944.t1" 7.66446034472526 2.89904933347178 86.86572169546 1.16145066102054e-20
"jg4928.t1" -3.7917188278712 3.95306339743471 44.1436976695615 3.05132630103021e-11
"jg26388.t1" 1.0264440549945 1.01237158926398 2.13697444403647 0.143785223262682
"jg13996.t1" -0.414345968758793 5.81505955111043 0.971795946364164 0.324232683157853
"jg12162.t1" 6.22983351822328 6.39854141779516 127.903409676129 1.17840597267336e-29
"jg27364.t1" 5.34713437102745 5.355248741965 107.855827024265 2.89058470933548e-25
"jg20837.t1" 1.38498517100343 1.29614364423371 3.88298332374953 0.0487778100620541
"jg14607.t1" -0.784769043812602 0.0127361942600281 1.10991607639041 0.292100192389882
"jg9340.t1" 1.40352696188882 0.852663325611338 3.94040596854031 0.0471394002016462
"jg11645.t1" 1.34469767842433 6.45133256668105 9.05691717135675 0.00261702850587915
"jg7061.t1" -0.527359751143931 7.85552880539684 1.23268624768343 0.266885262234271
"jg23861.t1" 1.38253102742709 3.64907508371217 6.7962654025945 0.00913487538162861
"jg20693.t1" -2.43956792512397 2.87899920192447 14.5551115828465 0.000136118868345779
"jg3839.t1" 7.36013099062521 2.43407187939857 72.372132658467 1.78212843066213e-17
"jg4713.t1" -0.479243043819966 5.31968684054631 1.2476154204336 0.264008408223996
"jg26514.t1" -0.735468967525451 4.54419070210663 2.53754783303174 0.111167314733594
"jg8686.t1" 9.4622908593498 2.53628691026516 92.9751215389832 5.29558429191459e-22
"jg7572.t1" -0.213857982471585 5.88872920545549 0.256791208691943 0.61233325758471
"jg15713.t1" -1.09303588764409 1.02073402725822 2.30808409221977 0.128702600175198
"jg13500.t1" -1.73472947721016 2.52111267771023 7.03375672067432 0.007998738348688
"jg17215.t1" -0.990213549504066 6.40652436873283 5.00814072330997 0.0252283885898003
"jg25155.t1" 6.76039205614025 6.69993260044894 137.509720968996 9.32854748114684e-32
"jg4818.t1" -0.722864946340392 5.21439153991231 2.77681883883232 0.0956379587128171
"jg14033.t1" 0.53296327637311 2.58130318998036 0.732219870861854 0.392164586962776
"jg5765.t1" -0.5280467349438 5.29730033752087 1.50741661950204 0.219533710890605
"jg15989.t1" -2.0001896334888 7.41173122276233 17.2464846600877 3.28304421835653e-05
"jg15175.t1" -0.684457310340462 -0.0687130846369343 0.846727803769842 0.357479677353357
"jg27594.t1" 0.0628024798726341 -0.133421283478964 0.00742411501149265 0.931336601095247
"jg13714.t1" 5.08987169305044 0.747994064120763 36.8584107030767 1.27026915703833e-09
"jg10283.t1" 6.77352523588285 1.87366597969359 59.5317085790418 1.20339461061399e-14
"jg19700.t1" 1.4520296812664 1.19431624151594 4.2562879042062 0.0391052854686165
"jg4293.t1" 5.71855132644923 3.49230047151054 74.7840192887848 5.25130581328839e-18
"jg13964.t1" -2.15677663893849 3.1595547439573 12.8685512121318 0.000334150198389672
