N_unmapped	29316232	29316232	29316232
N_multimapping	696074	696074	696074
N_noFeature	3280619	10394215	7820801
N_ambiguous	1053162	164985	216337
jg13528.t1	1	0	1
jg6869.t1	49	0	49
jg20631.t1	1	0	1
jg19264.t1	42	0	42
jg15467.t1	484	0	484
jg4762.t1	0	0	0
jg10835.t1	13	12	1
jg17884.t1	280	1	279
jg20916.t1	1	0	1
jg17689.t1	1	1	0
jg9575.t1	0	0	0
jg16190.t1	26	4	22
jg6709.t1	732	16	716
jg9650.t1	431852	434757	227
jg21312.t1	0	0	0
jg20730.t1	29	0	29
jg10518.t1	1	1	0
jg28056.t1	0	0	0
jg14588.t1	1	1	0
jg22696.t1	332	3	329
jg19501.t1	0	0	0
jg12483.t1	50	0	50
jg11186.t1	0	0	0
jg13601.t1	282	3	279
jg25662.t1	3	0	3
jg16943.t1	118	3	115
jg5257.t1	1267	4	1263
jg858.t1	0	0	0
jg7343.t1	26	2	24
jg16320.t1	43	55	0
jg5781.t1	389	30	361
jg19760.t1	0	0	0
jg6990.t1	0	0	0
jg26220.t1	114	2	112
jg365.t1	9	9	0
jg13159.t1	205	4	201
jg9119.t1	92	10	83
jg3092.t1	14	0	14
jg17124.t1	3	12	1
jg13179.t1	277	6	274
jg9363.t1	0	0	0
jg21340.t1	204	0	204
jg22050.t1	1	0	1
jg27125.t1	0	0	0
jg18953.t1	231	4	227
jg15516.t1	297	1	296
jg5459.t1	52	0	52
jg20941.t1	2	0	2
jg2076.t1	0	1	0
jg8811.t1	0	0	0
jg3770.t1	3	1	2
jg3.t1	0	0	0
jg18452.t1	262	2	271
jg19851.t1	164	0	164
jg17021.t1	1	0	1
jg20577.t1	30	0	30
jg25517.t1	0	0	0
jg22803.t1	0	0	0
jg4849.t1	0	0	0
jg15935.t1	0	0	0
jg22167.t1	0	0	0
jg24858.t1	0	0	0
jg12583.t1	128	0	128
jg8400.t1	0	0	0
jg18617.t1	1175	0	1175
jg15483.t1	538	5	533
jg26093.t1	89	0	89
jg13717.t1	805	0	805
jg5386.t1	1511	1	1510
jg2833.t1	32	9	23
jg26509.t1	166	2	164
jg27390.t1	7	0	7
jg16448.t1	30	2	28
jg20935.t1	105	0	105
jg210.t1	0	0	0
jg6161.t1	7	0	7
jg13592.t1	1745	3	1742
jg17601.t1	2	1	1
jg14720.t1	1290	6	1284
jg3161.t1	0	0	0
jg25070.t1	224	0	224
jg671.t1	0	0	0
jg4829.t1	7	5	2
jg23482.t1	0	0	0
jg26685.t1	34	0	34
jg7015.t1	129	18	111
jg24953.t1	102	2	100
jg8771.t1	0	0	0
jg22008.t1	0	0	0
jg17030.t1	4	0	12
jg11162.t1	1	1	0
jg18688.t1	1001	6	995
jg12039.t1	297	0	297
jg10332.t1	3	0	3
jg1012.t1	0	0	0
jg17037.t1	279	2	277
jg16876.t1	0	0	0
jg7070.t1	70	8	62
jg13665.t1	32	0	32
jg27695.t1	63	0	63
jg19552.t1	0	0	0
jg4831.t1	0	0	0
jg26881.t1	123	0	123
jg10549.t1	0	0	0
jg9711.t1	0	0	0
jg22098.t1	157	3	154
jg501.t1	0	0	0
jg6949.t1	386	2	384
jg4706.t1	8	0	8
jg17500.t1	6	6	0
jg16809.t1	512	5	507
jg24715.t1	0	0	0
jg270.t1	11	1	10
jg4787.t1	421	0	421
jg10497.t1	177	171	6
jg5072.t1	7	0	7
jg15342.t1	80	6	75
jg23642.t1	19	1	18
jg2499.t1	76	76	0
jg9486.t1	5	0	5
jg16802.t1	6	0	6
jg10024.t1	5	5	0
jg7326.t1	225	11	214
jg6047.t1	4	4	0
jg17511.t1	5	16	0
jg19748.t1	15	0	15
jg2578.t1	4	4	0
jg7607.t1	3	0	3
jg27563.t1	0	0	0
jg9122.t1	4	4	0
jg19291.t1	0	0	0
jg5214.t1	58	10	48
jg9737.t1	20	3	17
jg8377.t1	249	1	248
jg7392.t1	159	3	156
jg6010.t1	486	0	486
jg14232.t1	4	0	4
jg22440.t1	1120	11	1109
jg21499.t1	70	1	69
jg19027.t1	0	0	0
jg5774.t1	1957	4	1953
jg23030.t1	2	2	0
jg10534.t1	4	3	1
jg12993.t1	0	0	0
jg6462.t1	1686	0	1687
jg19339.t1	8	0	8
jg14999.t1	3	2	1
jg25414.t1	1	1	0
jg19656.t1	128	128	0
jg13190.t1	37	0	37
jg17668.t1	10	0	10
jg2885.t1	20	23	1
jg18178.t1	212	1	211
jg6172.t1	0	1	0
jg8893.t1	67	0	67
jg11230.t1	1	0	1
jg18586.t1	2	0	2
jg25493.t1	439	0	456
jg14628.t1	224	0	224
jg21863.t1	34	3	31
jg13621.t1	79	0	79
jg23100.t1	0	0	0
jg22716.t1	0	0	0
jg20430.t1	5	0	5
jg28095.t1	11	11	0
jg17075.t1	25	0	25
jg4561.t1	659	2	657
jg3070.t1	0	0	0
jg17416.t1	1251	3	1248
jg10531.t1	9	9	0
jg5892.t1	339	0	339
jg22422.t1	5	5	0
jg12512.t1	7	0	7
jg16921.t1	0	0	0
jg15865.t1	0	0	0
jg19570.t1	0	0	0
jg6880.t1	68	11	57
jg1993.t1	11	0	11
jg8239.t1	548	14	534
jg25770.t1	1	1	0
jg28000.t1	0	0	0
jg10561.t1	4	0	4
jg22038.t1	128	0	128
jg19740.t1	47	0	47
jg5208.t1	1	1	0
jg14696.t1	15	3	12
jg26816.t1	444	1	443
jg8724.t1	191	10	181
jg21190.t1	188	24	164
jg25642.t1	0	0	0
jg25233.t1	39	0	39
jg13257.t1	0	0	0
jg25275.t1	411	13	398
jg17095.t1	2313	5	2308
jg14373.t1	28	14	14
jg1952.t1	1	1	0
jg21214.t1	7811	15	7796
jg1695.t1	0	0	0
jg28035.t1	2	0	2
jg13045.t1	136	0	136
jg12671.t1	164	8	156
jg6159.t1	17	3	14
jg5130.t1	0	0	0
jg22680.t1	21	19	2
jg23922.t1	306	2	304
jg5609.t1	7	0	7
jg22274.t1	500	0	500
jg1720.t1	0	0	0
jg13859.t1	303	17	288
jg22504.t1	0	0	0
jg16394.t1	7	1	6
jg11213.t1	173	0	173
jg3813.t1	30	0	30
jg1280.t1	0	0	0
jg8554.t1	43	36	7
jg2113.t1	0	0	0
jg21299.t1	105	14	95
jg14919.t1	2	0	2
jg1206.t1	2	2	0
jg23832.t1	134	0	134
jg13341.t1	0	0	0
jg11090.t1	18	23	0
jg24228.t1	0	0	0
jg14524.t1	63	2	61
jg418.t1	0	0	0
jg4475.t1	1	1	0
jg26937.t1	53	58	38
jg18719.t1	124	8	116
jg8156.t1	77	0	77
jg14856.t1	226	10	217
jg17588.t1	29	1	28
jg19560.t1	426	4	422
jg16801.t1	0	0	0
jg5731.t1	167	3	164
jg25114.t1	0	0	0
jg20658.t1	0	0	0
jg11573.t1	0	0	0
jg12537.t1	21	0	21
jg5158.t1	1628	10	1618
jg26469.t1	159	0	159
jg4602.t1	0	0	0
jg3847.t1	447	105	343
jg754.t1	0	0	0
jg17627.t1	5	0	5
jg19927.t1	0	0	0
jg22099.t1	283	9	278
jg16890.t1	0	0	0
jg10414.t1	0	0	0
jg21424.t1	1078	0	1078
jg600.t1	0	0	0
jg685.t1	2	0	2
jg21892.t1	180	2	178
jg26938.t1	225	1	267
jg18438.t1	6	1	11
jg14185.t1	3	3	0
jg19830.t1	104	6	98
jg11281.t1	0	0	0
jg8131.t1	244	1	243
jg23160.t1	925	13	912
jg26634.t1	22	0	22
jg8112.t1	1101	10	1091
jg21911.t1	2	2	0
jg6903.t1	6	0	6
jg28073.t1	0	0	0
jg22371.t1	737	1	742
jg11420.t1	222	1	221
jg18634.t1	37	18	45
jg4224.t1	40	4	36
jg13483.t1	7	0	7
jg3421.t1	41	0	41
jg9617.t1	1	0	1
jg20511.t1	0	0	0
jg20149.t1	125	2	123
jg13247.t1	2	0	2
jg14819.t1	7	0	7
jg13858.t1	70	3	69
jg21458.t1	1	0	1
jg21197.t1	877	50	827
jg11143.t1	213	5	208
jg24196.t1	0	0	0
jg23200.t1	0	0	0
jg757.t1	109	52	57
jg11433.t1	304	5	299
jg4408.t1	106	5	103
jg24724.t1	0	0	0
jg23794.t1	56	0	56
jg9323.t1	0	0	0
jg3475.t1	4	3	4
jg3546.t1	6	2	4
jg6235.t1	8	3	5
jg8653.t1	2	0	2
jg12872.t1	197	8	189
jg8472.t1	83	0	83
jg13085.t1	224	0	224
jg16258.t1	588	0	604
jg9672.t1	0	0	0
jg2135.t1	5	0	5
jg18581.t1	0	0	0
jg4090.t1	1	0	1
jg9894.t1	0	0	0
jg27174.t1	12	0	12
jg10684.t1	0	0	0
jg1113.t1	0	0	0
jg8487.t1	5	2	3
jg10853.t1	6	0	6
jg3058.t1	0	0	0
jg14953.t1	938	6	932
jg2902.t1	0	0	0
jg22548.t1	1006	19	987
jg23016.t1	1101	4	1097
jg17229.t1	0	0	0
jg22919.t1	4	4	0
jg13693.t1	776	4	772
jg12978.t1	205	0	205
jg17851.t1	7	0	7
jg11107.t1	447	0	447
jg1989.t1	0	0	0
jg23183.t1	456	2	454
jg19330.t1	4	0	4
jg14910.t1	85	3	82
jg2808.t1	522	0	522
jg24317.t1	0	0	0
jg13138.t1	2	6	0
jg16799.t1	0	0	0
jg10698.t1	7	7	0
jg20807.t1	223	0	223
jg15522.t1	644	4	640
jg10731.t1	1	0	1
jg22747.t1	16	0	16
jg7790.t1	0	0	0
jg9637.t1	0	0	2
jg655.t1	0	0	0
jg22579.t1	51	1	50
jg1900.t1	1	0	1
jg22447.t1	0	0	0
jg1399.t1	0	0	0
jg4045.t1	0	0	0
jg14550.t1	691	1	690
jg8766.t1	0	0	0
jg3206.t1	1266	3	1263
jg16539.t1	781	8	773
jg20016.t1	0	0	0
jg16210.t1	11	2	9
jg16670.t1	10	10	0
jg7137.t1	652	41	611
jg23068.t1	132	4	128
jg19022.t1	28755	25	33485
jg1890.t1	7	0	7
jg18558.t1	0	0	0
jg17564.t1	461	0	461
jg16318.t1	7	7	0
jg28012.t1	0	0	0
jg1243.t1	8	8	0
jg5803.t1	0	0	0
jg4276.t1	27	2	25
jg8970.t1	146	0	146
jg14812.t1	1	0	1
jg22082.t1	1	1	0
jg16441.t1	142	0	145
jg25049.t1	1	1	0
jg10362.t1	0	0	0
jg17663.t1	87	1	86
jg11929.t1	176	2	175
jg5188.t1	171	5	166
jg19323.t1	0	0	0
jg16340.t1	1	0	1
jg21494.t1	1	1	0
jg17381.t1	0	0	0
jg25655.t1	10	0	10
jg27535.t1	131	1	130
jg24505.t1	2	0	2
jg17726.t1	153	2	151
jg12834.t1	185	1	184
jg23928.t1	21	0	21
jg14151.t1	1	1	0
jg7313.t1	179	0	179
jg24005.t1	31	0	31
jg4535.t1	500	2	498
jg3042.t1	15	15	0
jg27193.t1	0	0	0
jg16460.t1	40	17	23
jg18481.t1	9	0	9
jg8039.t1	0	0	0
jg20985.t1	1	0	1
jg20985.t2	0	0	0
jg20364.t1	237	0	237
jg16530.t1	673	9	664
jg23188.t1	500	5	495
jg12971.t1	3	0	3
jg6843.t1	0	0	0
jg15706.t1	6	6	0
jg20363.t1	1	0	1
jg12542.t1	113	3	110
jg25429.t1	1	1	0
jg14304.t1	281	1	280
jg19859.t1	733	8	736
jg3617.t1	2938	54	2884
jg7699.t1	10	0	10
jg24879.t1	0	0	0
jg19250.t1	26	0	26
jg92.t1	0	0	0
jg12658.t1	0	0	0
jg12361.t1	536	3	533
jg21396.t1	122	0	122
jg1230.t1	1	0	1
jg18735.t1	48	1	47
jg5758.t1	319	23	317
jg6765.t1	390	32	358
jg4511.t1	1	0	1
jg7053.t1	1	0	1
jg22429.t1	552	0	552
jg14485.t1	133	0	133
jg17507.t1	7	7	0
jg26605.t1	1	1	0
jg28134.t1	3	0	3
jg18513.t1	93	4	89
jg2993.t1	24	0	24
jg28108.t1	1	0	1
jg10265.t1	55	0	55
jg16151.t1	22	21	1
jg11471.t1	224	16	208
jg1168.t1	0	0	0
jg19910.t1	6	0	6
jg14179.t1	0	0	0
jg15919.t1	0	0	0
jg27996.t1	0	0	0
jg21262.t1	603	4	599
jg6068.t1	1	1	0
jg17753.t1	0	0	0
jg11986.t1	1895	3	1892
jg1337.t1	0	0	0
jg1610.t1	0	0	0
jg27638.t1	0	0	0
jg17342.t1	1436	6	1430
jg7116.t1	139	2	137
jg6651.t1	359	15	344
jg27852.t1	1	1	0
jg16400.t1	176	19	157
jg28021.t1	0	0	0
jg21026.t1	47	45	6
jg8407.t1	7	2	5
jg7434.t1	69	0	69
jg6082.t1	7	5	2
jg18393.t1	0	0	0
jg26958.t1	713	6	707
jg17328.t1	4	0	4
jg10152.t1	12	12	0
jg6942.t1	321	1	320
jg12998.t1	0	0	0
jg13015.t1	0	0	0
jg19970.t1	386	6	380
jg11256.t1	5	5	0
jg27371.t1	1	2	0
jg4901.t1	4	0	4
jg27177.t1	140	1	139
jg15266.t1	0	0	0
jg3386.t1	48	1	47
jg9876.t1	0	0	0
jg19414.t1	32	0	32
jg1467.t1	0	0	0
jg20827.t1	840	2	838
jg15507.t1	2245	8	2237
jg10049.t1	1	1	0
jg3740.t1	949	4	946
jg23813.t1	29	0	29
jg1191.t1	5	5	0
jg26013.t1	301	10	294
jg5550.t1	3	0	3
jg9696.t1	0	272	0
jg11330.t1	14	11	3
jg23339.t1	0	0	0
jg10791.t1	1543	33	1536
jg11397.t1	0	0	0
jg4340.t1	2	1	1
jg15434.t1	150	3	147
jg26853.t1	4	3	1
jg2094.t1	1	0	1
jg25367.t1	0	0	0
jg3279.t1	3	0	3
jg22572.t1	123	132	30
jg11120.t1	8	8	0
jg165.t1	0	0	0
jg22842.t1	1	0	1
jg17487.t1	0	0	0
jg24836.t1	0	0	0
jg27812.t1	0	0	0
jg27730.t1	2	0	2
jg8173.t1	0	0	0
jg25379.t1	0	0	0
jg10017.t1	13	0	13
jg17785.t1	200	2	198
jg10130.t1	11	0	11
jg10494.t1	85	85	0
jg27154.t1	449	449	0
jg3376.t1	731	5	726
jg9932.t1	0	0	0
jg8624.t1	1	0	1
jg16368.t1	56	2	54
jg7274.t1	6	5	1
jg5444.t1	60	0	60
jg16037.t1	234	14	220
jg3638.t1	2616	5	2611
jg25793.t1	0	0	0
jg10938.t1	99	0	99
jg9999.t1	0	0	0
jg27678.t1	0	0	0
jg4943.t1	29	0	29
jg1384.t1	7	7	0
jg26060.t1	48	1	47
jg21848.t1	0	0	0
jg1160.t1	0	0	0
jg12283.t1	11	18	0
jg10298.t1	1	1	0
jg23102.t1	0	0	0
jg20638.t1	22	0	22
jg12250.t1	8	0	8
jg25863.t1	1049	3	1051
jg20586.t1	214	0	221
jg17040.t1	533	104	439
jg16009.t1	1589	4	1592
jg23793.t1	0	0	0
jg13016.t1	0	0	0
jg23604.t1	0	0	0
jg13334.t1	0	0	0
jg4115.t1	5	0	5
jg1861.t1	0	0	0
jg7785.t1	2	0	2
jg4011.t1	16	5	11
jg12854.t1	126	0	126
jg26913.t1	2	1	1
jg26589.t1	1	0	1
jg5994.t1	23	0	23
jg3641.t1	34	0	34
jg3591.t1	1	0	1
jg26315.t1	3	0	3
jg6207.t1	112	1	111
jg24705.t1	0	0	0
jg19623.t1	31	39	0
jg25141.t1	0	0	0
jg4213.t1	0	0	0
jg26730.t1	150	0	150
jg227.t1	0	0	0
jg8048.t1	0	0	0
jg12903.t1	4	0	4
jg8060.t1	767	4	795
jg22604.t1	1	0	1
jg1862.t1	0	0	0
jg25370.t1	0	0	0
jg800.t1	0	0	0
jg16215.t1	106	0	107
jg3825.t1	49	14	35
jg6384.t1	116	2	114
jg12281.t1	0	0	0
jg25172.t1	0	0	0
jg3725.t1	5	5	0
jg23834.t1	1	0	1
jg4680.t1	103	1	102
jg3257.t1	1620	5	1615
jg23237.t1	1	0	1
jg13125.t1	0	0	0
jg11339.t1	45	45	0
jg5436.t1	1905	3	1902
jg21738.t1	255	6	249
jg25401.t1	0	0	0
jg3728.t1	0	0	0
jg280.t1	0	0	0
jg22249.t1	71	0	71
jg8437.t1	7	0	7
jg22739.t1	3	0	3
jg26198.t1	0	0	0
jg4391.t1	163	30	137
jg21850.t1	0	0	0
jg26564.t1	7	7	0
jg24730.t1	0	0	0
jg24022.t1	19	19	0
jg23554.t1	304	7	297
jg15995.t1	12	3	9
jg5320.t1	0	0	0
jg4735.t1	2	5	0
jg15225.t1	741	21	722
jg14230.t1	2184	7	2177
jg26278.t1	437	40	401
jg12786.t1	0	0	0
jg14164.t1	3	0	3
jg24161.t1	28	0	28
jg20309.t1	87	32	55
jg18276.t1	0	0	0
jg16913.t1	0	0	0
jg12017.t1	111	147	1
jg11458.t1	62	3	59
jg26944.t1	100	0	100
jg4928.t1	21	0	21
jg26388.t1	34	0	34
jg13996.t1	327	34	309
jg28077.t1	11	2	9
jg22176.t1	1	0	1
jg12162.t1	1247	1	1246
jg27364.t1	396	0	396
jg20837.t1	36	1	35
jg14607.t1	9	0	9
jg9340.t1	13	0	13
jg11645.t1	1010	3	1007
jg9295.t1	2	0	2
jg7061.t1	1151	6	1145
jg27601.t1	4	1	3
jg23861.t1	117	5	115
jg9792.t1	0	0	0
jg24844.t1	0	0	0
jg20693.t1	23	0	23
jg5056.t1	9	9	0
jg26489.t1	1	0	1
jg3839.t1	65	2	63
jg4713.t1	170	3	167
jg28085.t1	0	0	0
jg15125.t1	12	12	0
jg26514.t1	200	1	199
jg8686.t1	264	264	0
jg7572.t1	272	2	270
jg1063.t1	0	0	0
jg15713.t1	11	11	0
jg13500.t1	27	11	16
jg17215.t1	243	5	238
jg25155.t1	4860	6	4854
jg4818.t1	201	18	184
jg12169.t1	1	1	0
jg19606.t1	1	0	1
jg18649.t1	0	0	0
jg19621.t1	1	0	1
jg19125.t1	0	0	0
jg14033.t1	55	63	6
jg7714.t1	14	14	0
jg559.t1	2	1	1
jg13379.t1	11	0	11
jg2383.t1	0	0	0
jg5765.t1	252	7	245
jg1740.t1	0	0	0
jg15989.t1	507	1	506
jg15175.t1	8	6	2
jg27594.t1	11	0	11
jg13714.t1	20	1	19
jg22382.t1	11	11	0
jg10283.t1	67	66	1
jg12040.t1	3	0	3
jg21791.t1	32	0	32
jg19700.t1	11	0	11
jg4293.t1	238	0	238
jg10443.t1	5	5	0
jg3662.t1	13	12	1
jg24180.t1	20	20	0
jg13964.t1	23	0	23
jg13612.t1	0	0	0
jg6817.t1	1	0	1
jg2053.t1	0	0	0
jg1841.t1	20	20	0
jg4587.t1	1	0	1
jg28.t1	0	0	0
jg12444.t1	6	6	0
jg18936.t1	30	0	30
jg1482.t1	0	0	0
jg4528.t1	20	0	20
jg11131.t1	728	2	726
jg269.t1	0	0	0
jg10225.t1	3	1	2
jg8458.t1	1	1	0
jg24187.t1	150	1	149
jg23203.t1	13	13	0
jg14184.t1	0	0	0
jg20371.t1	559	1	558
jg19289.t1	35	34	1
jg19197.t1	0	0	0
jg16108.t1	2462	3	2460
jg12024.t1	776	47	729
jg25475.t1	61	61	0
jg5759.t1	274	21	274
jg16293.t1	20	0	20
jg6680.t1	160	0	160
jg7279.t1	202	0	202
jg17347.t1	49	0	49
jg15031.t1	1	1	0
jg107.t1	46	12	34
jg18087.t1	8	6	2
jg11479.t1	185	1	185
jg17552.t1	22	5	17
jg28153.t1	0	0	0
jg18758.t1	0	0	0
jg25221.t1	0	0	0
jg19833.t1	546	6	540
jg1818.t1	9	26	0
jg14644.t1	3	0	3
jg27306.t1	36	36	0
jg12636.t1	0	0	0
jg18796.t1	9	9	0
jg16636.t1	0	0	0
jg4144.t1	10	0	10
jg24560.t1	166	1	165
jg15616.t1	3	2	1
jg6449.t1	98	98	0
jg25584.t1	10	10	0
jg14989.t1	8	8	0
jg11355.t1	187	0	187
jg256.t1	1	0	1
jg9046.t1	8024	8	8019
jg27009.t1	0	0	0
jg21476.t1	172	2	170
jg3448.t1	0	0	0
jg27320.t1	87	79	8
jg10148.t1	92	1	91
jg16631.t1	3	0	3
jg3318.t1	85	169	1
jg10764.t1	7	7	0
jg6417.t1	153	0	153
jg862.t1	0	0	0
jg26710.t1	0	0	0
jg21572.t1	118	1	117
jg9715.t1	0	0	0
