GO_acc	term_type	Term	queryitem	querytotal	refitem	reftotal	pvalue	FDR	entries	entries_ref
GO:0007186	P	G-protein coupled receptor protein signaling pathway	33	663	125	6729	1.6e-07	8.5e-05	// jg14470.t1 // jg12101.t1 // jg6928.t1 // jg14477.t1 // jg12739.t1 // jg14651.t1 // jg21352.t1 // jg14466.t1 // jg3624.t1 // jg19766.t1 // jg10806.t1 // jg2830.t1 // jg19526.t1 // jg16635.t1 // jg6887.t1 // jg3625.t1 // jg14304.t1 // jg23119.t1 // jg14476.t1 // jg21416.t1 // jg12765.t1 // jg16637.t1 // jg23509.t1 // jg14471.t1 // jg6178.t1 // jg19165.t1 // jg13892.t1 // jg15114.t1 // jg7027.t1 // jg22258.t1 // jg14479.t1 // jg20589.t1 // jg3061.t1 	// jg27362.t1 // jg22487.t1 // jg20646.t1 // jg6180.t1 // jg14477.t1 // jg23870.t1 // jg23286.t1 // jg8987.t1 // jg14097.t1 // jg12101.t1 // jg20857.t1 // jg19685.t1 // jg10948.t1 // jg16219.t1 // jg20871.t1 // jg27059.t1 // jg2830.t1 // jg4986.t1 // jg6887.t1 // jg22258.t1 // jg11447.t1 // jg5031.t1 // jg14870.t1 // jg21416.t1 // jg17916.t1 // jg25953.t1 // jg3391.t1 // jg12765.t1 // jg20724.t1 // jg4755.t1 // jg15742.t1 // jg20531.t1 // jg7492.t1 // jg22034.t1 // jg19165.t1 // jg7233.t1 // jg3625.t1 // jg4747.t1 // jg11261.t1 // jg20675.t1 // jg15743.t1 // jg16223.t1 // jg11044.t1 // jg10921.t1 // jg20529.t1 // jg21352.t1 // jg5033.t1 // jg14476.t1 // jg20668.t1 // jg14479.t1 // jg19526.t1 // jg6141.t1 // jg14304.t1 // jg7026.t1 // jg4756.t1 // jg15494.t1 // jg15696.t1 // jg7232.t1 // jg4502.t1 // jg23523.t1 // jg5524.t1 // jg3804.t1 // jg6901.t1 // jg7490.t1 // jg6178.t1 // jg20532.t1 // jg24074.t1 // jg5045.t1 // jg23077.t1 // jg13757.t1 // jg6335.t1 // jg23389.t1 // jg14470.t1 // jg19766.t1 // jg10805.t1 // jg3491.t1 // jg20530.t1 // jg19164.t1 // jg14651.t1 // jg17532.t1 // jg3499.t1 // jg18998.t1 // jg4481.t1 // jg21071.t1 // jg21420.t1 // jg12984.t1 // jg18243.t1 // jg20648.t1 // jg12739.t1 // jg13693.t1 // jg14824.t1 // jg23509.t1 // jg11260.t1 // jg14471.t1 // jg13892.t1 // jg10949.t1 // jg15114.t1 // jg4206.t1 // jg6928.t1 // jg14649.t1 // jg13489.t1 // jg7172.t1 // jg14466.t1 // jg3624.t1 // jg16593.t1 // jg10925.t1 // jg11448.t1 // jg10806.t1 // jg16635.t1 // jg23951.t1 // jg4417.t1 // jg23888.t1 // jg23119.t1 // jg14650.t1 // jg23773.t1 // jg8230.t1 // jg6384.t1 // jg19767.t1 // jg16637.t1 // jg20859.t1 // jg5523.t1 // jg3061.t1 // jg7027.t1 // jg14823.t1 // jg20589.t1 
GO:0007166	P	cell surface receptor linked signaling pathway	34	663	147	6729	2.7e-06	0.0005	// jg14470.t1 // jg12101.t1 // jg6928.t1 // jg14477.t1 // jg12739.t1 // jg14651.t1 // jg21352.t1 // jg14466.t1 // jg3624.t1 // jg19766.t1 // jg10806.t1 // jg2830.t1 // jg19526.t1 // jg16635.t1 // jg26731.t1 // jg6887.t1 // jg3625.t1 // jg14304.t1 // jg23119.t1 // jg14476.t1 // jg21416.t1 // jg12765.t1 // jg16637.t1 // jg23509.t1 // jg14471.t1 // jg6178.t1 // jg19165.t1 // jg13892.t1 // jg15114.t1 // jg7027.t1 // jg22258.t1 // jg14479.t1 // jg20589.t1 // jg3061.t1 	// jg27362.t1 // jg22487.t1 // jg20646.t1 // jg6180.t1 // jg26548.t1 // jg14477.t1 // jg12765.t1 // jg25931.t1 // jg23286.t1 // jg12856.t1 // jg8987.t1 // jg14097.t1 // jg12101.t1 // jg20857.t1 // jg19685.t1 // jg10948.t1 // jg16219.t1 // jg20871.t1 // jg27059.t1 // jg2830.t1 // jg25668.t1 // jg4986.t1 // jg6887.t1 // jg22258.t1 // jg11447.t1 // jg5031.t1 // jg21340.t1 // jg14870.t1 // jg19031.t1 // jg21416.t1 // jg17916.t1 // jg25953.t1 // jg3391.t1 // jg18725.t1 // jg20724.t1 // jg4755.t1 // jg15742.t1 // jg20531.t1 // jg7492.t1 // jg22034.t1 // jg19165.t1 // jg7233.t1 // jg3625.t1 // jg4065.t1 // jg4747.t1 // jg11261.t1 // jg20675.t1 // jg2963.t1 // jg14304.t1 // jg16223.t1 // jg11044.t1 // jg10921.t1 // jg20529.t1 // jg21352.t1 // jg5033.t1 // jg14476.t1 // jg20668.t1 // jg14479.t1 // jg17532.t1 // jg19526.t1 // jg26731.t1 // jg6141.t1 // jg15743.t1 // jg7026.t1 // jg4756.t1 // jg15494.t1 // jg15696.t1 // jg7232.t1 // jg4502.t1 // jg23523.t1 // jg27576.t1 // jg5524.t1 // jg3804.t1 // jg6901.t1 // jg7490.t1 // jg6178.t1 // jg20532.t1 // jg24074.t1 // jg5045.t1 // jg23077.t1 // jg13757.t1 // jg6335.t1 // jg23389.t1 // jg14470.t1 // jg19766.t1 // jg10805.t1 // jg3491.t1 // jg2962.t1 // jg5683.t1 // jg20530.t1 // jg19164.t1 // jg14651.t1 // jg6384.t1 // jg3499.t1 // jg18998.t1 // jg4481.t1 // jg21071.t1 // jg21420.t1 // jg12984.t1 // jg18243.t1 // jg12513.t1 // jg20648.t1 // jg12739.t1 // jg23992.t1 // jg13693.t1 // jg14824.t1 // jg23509.t1 // jg11260.t1 // jg14471.t1 // jg13892.t1 // jg10949.t1 // jg15114.t1 // jg8741.t1 // jg4206.t1 // jg6928.t1 // jg14649.t1 // jg13489.t1 // jg7172.t1 // jg6855.t1 // jg14466.t1 // jg3624.t1 // jg16593.t1 // jg10925.t1 // jg11448.t1 // jg10806.t1 // jg16635.t1 // jg23951.t1 // jg4417.t1 // jg26730.t1 // jg4066.t1 // jg7027.t1 // jg23888.t1 // jg23119.t1 // jg14650.t1 // jg15703.t1 // jg23773.t1 // jg8230.t1 // jg25670.t1 // jg19767.t1 // jg16637.t1 // jg20859.t1 // jg5523.t1 // jg2753.t1 // jg3061.t1 // jg23870.t1 // jg14823.t1 // jg20589.t1 
GO:0023033	P	signaling pathway	34	663	147	6729	2.7e-06	0.0005	// jg14470.t1 // jg12101.t1 // jg6928.t1 // jg14477.t1 // jg12739.t1 // jg14651.t1 // jg21352.t1 // jg14466.t1 // jg3624.t1 // jg19766.t1 // jg10806.t1 // jg2830.t1 // jg19526.t1 // jg16635.t1 // jg26731.t1 // jg6887.t1 // jg3625.t1 // jg14304.t1 // jg23119.t1 // jg14476.t1 // jg21416.t1 // jg12765.t1 // jg16637.t1 // jg23509.t1 // jg14471.t1 // jg6178.t1 // jg19165.t1 // jg13892.t1 // jg15114.t1 // jg7027.t1 // jg22258.t1 // jg14479.t1 // jg20589.t1 // jg3061.t1 	// jg27362.t1 // jg22487.t1 // jg20646.t1 // jg6180.t1 // jg26548.t1 // jg14477.t1 // jg12765.t1 // jg25931.t1 // jg23286.t1 // jg12856.t1 // jg8987.t1 // jg14097.t1 // jg12101.t1 // jg20857.t1 // jg19685.t1 // jg10948.t1 // jg16219.t1 // jg20871.t1 // jg27059.t1 // jg2830.t1 // jg25668.t1 // jg4986.t1 // jg6887.t1 // jg22258.t1 // jg11447.t1 // jg5031.t1 // jg21340.t1 // jg14870.t1 // jg19031.t1 // jg21416.t1 // jg17916.t1 // jg25953.t1 // jg3391.t1 // jg18725.t1 // jg20724.t1 // jg4755.t1 // jg15742.t1 // jg20531.t1 // jg7492.t1 // jg22034.t1 // jg19165.t1 // jg7233.t1 // jg3625.t1 // jg4065.t1 // jg4747.t1 // jg11261.t1 // jg20675.t1 // jg2963.t1 // jg14304.t1 // jg16223.t1 // jg11044.t1 // jg10921.t1 // jg20529.t1 // jg21352.t1 // jg5033.t1 // jg14476.t1 // jg20668.t1 // jg14479.t1 // jg17532.t1 // jg19526.t1 // jg26731.t1 // jg6141.t1 // jg15743.t1 // jg7026.t1 // jg4756.t1 // jg15494.t1 // jg15696.t1 // jg7232.t1 // jg4502.t1 // jg23523.t1 // jg27576.t1 // jg5524.t1 // jg3804.t1 // jg6901.t1 // jg7490.t1 // jg6178.t1 // jg20532.t1 // jg24074.t1 // jg5045.t1 // jg23077.t1 // jg13757.t1 // jg6335.t1 // jg23389.t1 // jg14470.t1 // jg19766.t1 // jg10805.t1 // jg3491.t1 // jg2962.t1 // jg5683.t1 // jg20530.t1 // jg19164.t1 // jg14651.t1 // jg6384.t1 // jg3499.t1 // jg18998.t1 // jg4481.t1 // jg21071.t1 // jg21420.t1 // jg12984.t1 // jg18243.t1 // jg12513.t1 // jg20648.t1 // jg12739.t1 // jg23992.t1 // jg13693.t1 // jg14824.t1 // jg23509.t1 // jg11260.t1 // jg14471.t1 // jg13892.t1 // jg10949.t1 // jg15114.t1 // jg8741.t1 // jg4206.t1 // jg6928.t1 // jg14649.t1 // jg13489.t1 // jg7172.t1 // jg6855.t1 // jg14466.t1 // jg3624.t1 // jg16593.t1 // jg10925.t1 // jg11448.t1 // jg10806.t1 // jg16635.t1 // jg23951.t1 // jg4417.t1 // jg26730.t1 // jg4066.t1 // jg7027.t1 // jg23888.t1 // jg23119.t1 // jg14650.t1 // jg15703.t1 // jg23773.t1 // jg8230.t1 // jg25670.t1 // jg19767.t1 // jg16637.t1 // jg20859.t1 // jg5523.t1 // jg2753.t1 // jg3061.t1 // jg23870.t1 // jg14823.t1 // jg20589.t1 
GO:0023052	P	signaling	47	663	274	6729	0.00019	0.025	// jg14470.t1 // jg23113.t1 // jg12101.t1 // jg4111.t1 // jg6928.t1 // jg14477.t1 // jg12739.t1 // jg14651.t1 // jg21352.t1 // jg4697.t1 // jg11605.t1 // jg3624.t1 // jg19957.t1 // jg19766.t1 // jg17514.t1 // jg10806.t1 // jg2830.t1 // jg19526.t1 // jg16635.t1 // jg18775.t1 // jg26731.t1 // jg6887.t1 // jg19638.t1 // jg3625.t1 // jg14304.t1 // jg23119.t1 // jg14476.t1 // jg25574.t1 // jg21416.t1 // jg14466.t1 // jg2806.t1 // jg12765.t1 // jg12148.t1 // jg12288.t1 // jg16637.t1 // jg23509.t1 // jg14471.t1 // jg6178.t1 // jg19165.t1 // jg13892.t1 // jg15114.t1 // jg7027.t1 // jg26633.t1 // jg22258.t1 // jg14479.t1 // jg20589.t1 // jg3061.t1 	// jg27362.t1 // jg26138.t1 // jg25939.t1 // jg11218.t1 // jg16296.t1 // jg22487.t1 // jg23509.t1 // jg20646.t1 // jg6180.t1 // jg5919.t1 // jg26548.t1 // jg15819.t1 // jg11448.t1 // jg16207.t1 // jg12765.t1 // jg27973.t1 // jg14479.t1 // jg25931.t1 // jg23286.t1 // jg12856.t1 // jg8987.t1 // jg11603.t1 // jg14097.t1 // jg19983.t1 // jg12101.t1 // jg20857.t1 // jg17567.t1 // jg18208.t1 // jg19685.t1 // jg10948.t1 // jg16219.t1 // jg20871.t1 // jg14558.t1 // jg2830.t1 // jg16980.t1 // jg20780.t1 // jg4986.t1 // jg18775.t1 // jg5765.t1 // jg6887.t1 // jg19638.t1 // jg19957.t1 // jg22258.t1 // jg21169.t1 // jg11447.t1 // jg5031.t1 // jg15711.t1 // jg21340.t1 // jg14870.t1 // jg19031.t1 // jg21416.t1 // jg17916.t1 // jg25953.t1 // jg3391.t1 // jg20419.t1 // jg18725.t1 // jg20724.t1 // jg4755.t1 // jg22809.t1 // jg15742.t1 // jg23337.t1 // jg20531.t1 // jg1845.t1 // jg7492.t1 // jg3260.t1 // jg25668.t1 // jg22034.t1 // jg19165.t1 // jg23761.t1 // jg7233.t1 // jg14288.t1 // jg26633.t1 // jg27059.t1 // jg21996.t1 // jg11261.t1 // jg23888.t1 // jg20675.t1 // jg19835.t1 // jg2963.t1 // jg3398.t1 // jg4111.t1 // jg16223.t1 // jg11044.t1 // jg10921.t1 // jg20529.t1 // jg18990.t1 // jg12984.t1 // jg21352.t1 // jg5033.t1 // jg26571.t1 // jg18824.t1 // jg26572.t1 // jg12972.t1 // jg7026.t1 // jg21749.t1 // jg4756.t1 // jg20668.t1 // jg4645.t1 // jg3940.t1 // jg17532.t1 // jg19526.t1 // jg21400.t1 // jg26731.t1 // jg6141.t1 // jg6624.t1 // jg3625.t1 // jg15743.t1 // jg13870.t1 // jg2009.t1 // jg14476.t1 // jg25574.t1 // jg14304.t1 // jg15494.t1 // jg15696.t1 // jg8699.t1 // jg7232.t1 // jg4502.t1 // jg2806.t1 // jg5683.t1 // jg5524.t1 // jg12940.t1 // jg11847.t1 // jg3804.t1 // jg6901.t1 // jg7490.t1 // jg5812.t1 // jg6294.t1 // jg20532.t1 // jg24074.t1 // jg21241.t1 // jg5045.t1 // jg19639.t1 // jg23077.t1 // jg14650.t1 // jg6335.t1 // jg11142.t1 // jg23389.t1 // jg14470.t1 // jg19766.t1 // jg10805.t1 // jg23113.t1 // jg3491.t1 // jg2962.t1 // jg27576.t1 // jg3280.t1 // jg20012.t1 // jg2293.t1 // jg5285.t1 // jg8230.t1 // jg6384.t1 // jg11419.t1 // jg18195.t1 // jg20530.t1 // jg19164.t1 // jg21669.t1 // jg25929.t1 // jg14651.t1 // jg21359.t1 // jg12148.t1 // jg26374.t1 // jg23635.t1 // jg3499.t1 // jg18998.t1 // jg14865.t1 // jg5743.t1 // jg26005.t1 // jg7200.t1 // jg4481.t1 // jg21071.t1 // jg21420.t1 // jg19505.t1 // jg11233.t1 // jg16864.t1 // jg18243.t1 // jg22749.t1 // jg12513.t1 // jg21408.t1 // jg20648.t1 // jg12739.t1 // jg23992.t1 // jg3624.t1 // jg4747.t1 // jg26007.t1 // jg10795.t1 // jg14824.t1 // jg12003.t1 // jg2753.t1 // jg12288.t1 // jg21082.t1 // jg1052.t1 // jg11260.t1 // jg14471.t1 // jg14067.t1 // jg20681.t1 // jg15445.t1 // jg13892.t1 // jg10949.t1 // jg15114.t1 // jg5492.t1 // jg3325.t1 // jg8741.t1 // jg4206.t1 // jg23523.t1 // jg25812.t1 // jg21670.t1 // jg19855.t1 // jg4887.t1 // jg14947.t1 // jg12974.t1 // jg6928.t1 // jg14649.t1 // jg13489.t1 // jg7172.t1 // jg6178.t1 // jg17340.t1 // jg6855.t1 // jg17331.t1 // jg14466.t1 // jg13693.t1 // jg4065.t1 // jg16593.t1 // jg25578.t1 // jg10925.t1 // jg17514.t1 // jg10806.t1 // jg13754.t1 // jg16635.t1 // jg12943.t1 // jg23951.t1 // jg4417.t1 // jg26730.t1 // jg4697.t1 // jg4066.t1 // jg11989.t1 // jg7027.t1 // jg2702.t1 // jg3874.t1 // jg23119.t1 // jg19974.t1 // jg13681.t1 // jg5811.t1 // jg26437.t1 // jg26737.t1 // jg21760.t1 // jg15703.t1 // jg23773.t1 // jg13757.t1 // jg7406.t1 // jg25670.t1 // jg11605.t1 // jg14359.t1 // jg19637.t1 // jg21748.t1 // jg7153.t1 // jg4627.t1 // jg22027.t1 // jg19767.t1 // jg16637.t1 // jg21907.t1 // jg20859.t1 // jg13685.t1 // jg5523.t1 // jg2037.t1 // jg3295.t1 // jg3061.t1 // jg20589.t1 // jg21861.t1 // jg4631.t1 // jg14823.t1 // jg26888.t1 // jg3946.t1 // jg14477.t1 // jg7144.t1 // jg23870.t1 
GO:0006812	P	cation transport	16	663	73	6729	0.0019	0.2	// jg23270.t1 // jg14950.t1 // jg19894.t1 // jg8167.t1 // jg27364.t1 // jg26175.t1 // jg20600.t1 // jg3130.t1 // jg8169.t1 // jg11108.t1 // jg27363.t1 // jg11833.t1 // jg20092.t1 // jg14315.t1 // jg8889.t1 // jg15217.t1 	// jg14950.t1 // jg7127.t1 // jg20453.t1 // jg17013.t1 // jg2969.t1 // jg7524.t1 // jg4919.t1 // jg13935.t1 // jg14315.t1 // jg6937.t1 // jg14963.t1 // jg7510.t1 // jg13429.t1 // jg15217.t1 // jg8889.t1 // jg14317.t1 // jg26067.t1 // jg20093.t1 // jg3992.t1 // jg20766.t1 // jg3130.t1 // jg8169.t1 // jg3378.t1 // jg16552.t1 // jg23270.t1 // jg3310.t1 // jg20158.t1 // jg8166.t1 // jg26058.t1 // jg4159.t1 // jg12171.t1 // jg12961.t1 // jg21368.t1 // jg19894.t1 // jg4987.t1 // jg27364.t1 // jg26549.t1 // jg27481.t1 // jg13808.t1 // jg8196.t1 // jg8192.t1 // jg18227.t1 // jg15186.t1 // jg11833.t1 // jg20092.t1 // jg4456.t1 // jg15337.t1 // jg3996.t1 // jg5539.t1 // jg20600.t1 // jg4989.t1 // jg27514.t1 // jg4564.t1 // jg14951.t1 // jg8167.t1 // jg27363.t1 // jg17794.t1 // jg26175.t1 // jg17872.t1 // jg11108.t1 // jg2664.t1 // jg26552.t1 // jg13809.t1 // jg19896.t1 // jg23273.t1 // jg23217.t1 // jg24846.t1 // jg5587.t1 // jg8165.t1 // jg11697.t1 // jg8540.t1 // jg19457.t1 // jg20452.t1 
GO:0006811	P	ion transport	29	663	168	6729	0.0024	0.22	// jg14950.t1 // jg26071.t1 // jg14315.t1 // jg15217.t1 // jg23798.t1 // jg23360.t1 // jg16656.t1 // jg26001.t1 // jg27364.t1 // jg3130.t1 // jg8169.t1 // jg17282.t1 // jg11145.t1 // jg12889.t1 // jg18430.t1 // jg8879.t1 // jg23270.t1 // jg19894.t1 // jg13662.t1 // jg3509.t1 // jg12913.t1 // jg11833.t1 // jg20092.t1 // jg8889.t1 // jg20600.t1 // jg8167.t1 // jg26175.t1 // jg27363.t1 // jg11108.t1 	// jg6712.t1 // jg16255.t1 // jg20453.t1 // jg2969.t1 // jg8185.t1 // jg4919.t1 // jg11725.t1 // jg14963.t1 // jg8889.t1 // jg4016.t1 // jg16656.t1 // jg26067.t1 // jg23016.t1 // jg5813.t1 // jg11815.t1 // jg4909.t1 // jg12889.t1 // jg11870.t1 // jg26175.t1 // jg8879.t1 // jg21368.t1 // jg21726.t1 // jg23273.t1 // jg16552.t1 // jg13808.t1 // jg8196.t1 // jg12910.t1 // jg17036.t1 // jg20092.t1 // jg15001.t1 // jg14764.t1 // jg3996.t1 // jg20101.t1 // jg9180.t1 // jg27363.t1 // jg20107.t1 // jg6889.t1 // jg4365.t1 // jg23949.t1 // jg18329.t1 // jg21728.t1 // jg18705.t1 // jg21728.t2 // jg13737.t1 // jg3378.t1 // jg6971.t1 // jg13429.t1 // jg15217.t1 // jg20766.t1 // jg3130.t1 // jg3310.t1 // jg12961.t1 // jg23270.t1 // jg27481.t1 // jg26549.t1 // jg4017.t1 // jg23760.t1 // jg24846.t1 // jg16074.t1 // jg20600.t1 // jg4989.t1 // jg13135.t1 // jg3126.t1 // jg12217.t1 // jg2664.t1 // jg17794.t1 // jg13245.t1 // jg12912.t1 // jg12421.t1 // jg11833.t1 // jg11145.t1 // jg11697.t1 // jg19457.t1 // jg16068.t1 // jg14950.t1 // jg7127.t1 // jg20093.t1 // jg17013.t1 // jg26058.t1 // jg11870.t2 // jg26390.t1 // jg23306.t1 // jg21075.t1 // jg22440.t1 // jg5814.t1 // jg6937.t1 // jg7510.t1 // jg19910.t1 // jg23798.t1 // jg14317.t1 // jg2655.t1 // jg14770.t1 // jg6973.t1 // jg4198.t1 // jg8192.t1 // jg13137.t1 // jg8166.t1 // jg4911.t1 // jg27514.t1 // jg19894.t1 // jg4987.t1 // jg13662.t1 // jg13736.t1 // jg18430.t1 // jg12913.t1 // jg20452.t1 // jg4456.t1 // jg6525.t1 // jg5539.t1 // jg4564.t1 // jg8540.t1 // jg12420.t1 // jg8142.t1 // jg23501.t1 // jg13672.t1 // jg5124.t1 // jg3127.t1 // jg23217.t1 // jg20067.t1 // jg5587.t1 // jg4039.t1 // jg17910.t1 // jg26071.t1 // jg17872.t1 // jg26510.t1 // jg13809.t1 // jg14315.t1 // jg7524.t1 // jg11901.t1 // jg18328.t1 // jg15186.t1 // jg3509.t1 // jg3992.t1 // jg9181.t1 // jg8169.t1 // jg5620.t1 // jg17282.t1 // jg20158.t1 // jg23360.t1 // jg13597.t1 // jg12890.t1 // jg12171.t1 // jg8165.t1 // jg17296.t1 // jg6241.t1 // jg13935.t1 // jg27364.t1 // jg11868.t1 // jg17216.t1 // jg23623.t1 // jg18227.t1 // jg26001.t1 // jg4159.t1 // jg6972.t1 // jg11816.t1 // jg16251.t1 // jg14951.t1 // jg11723.t1 // jg8167.t1 // jg11723.t2 // jg6008.t1 // jg11108.t1 // jg26552.t1 // jg16073.t1 // jg23955.t1 // jg19896.t1 // jg4910.t1 // jg15337.t1 
GO:0030001	P	metal ion transport	11	663	46	6729	0.0045	0.35	// jg23270.t1 // jg14950.t1 // jg19894.t1 // jg8167.t1 // jg3130.t1 // jg8169.t1 // jg11108.t1 // jg14315.t1 // jg20092.t1 // jg8889.t1 // jg20600.t1 	// jg14950.t1 // jg7127.t1 // jg20093.t1 // jg2969.t1 // jg4919.t1 // jg19894.t1 // jg14315.t1 // jg7524.t1 // jg8889.t1 // jg14317.t1 // jg26067.t1 // jg20453.t1 // jg3992.t1 // jg20766.t1 // jg3130.t1 // jg8169.t1 // jg8192.t1 // jg3310.t1 // jg20158.t1 // jg8166.t1 // jg17872.t1 // jg8165.t1 // jg23270.t1 // jg13935.t1 // jg23273.t1 // jg26549.t1 // jg8196.t1 // jg4159.t1 // jg20092.t1 // jg4456.t1 // jg3996.t1 // jg20600.t1 // jg4989.t1 // jg27514.t1 // jg14951.t1 // jg8167.t1 // jg2664.t1 // jg11108.t1 // jg26552.t1 // jg4987.t1 // jg19896.t1 // jg23217.t1 // jg15337.t1 // jg5587.t1 // jg8540.t1 // jg20452.t1 
GO:0006814	P	sodium ion transport	7	663	24	6729	0.007	0.48	// jg19894.t1 // jg8167.t1 // jg3130.t1 // jg8169.t1 // jg14315.t1 // jg20092.t1 // jg20600.t1 	// jg20093.t1 // jg2969.t1 // jg4987.t1 // jg14315.t1 // jg7524.t1 // jg14317.t1 // jg3130.t1 // jg8169.t1 // jg8192.t1 // jg20158.t1 // jg8166.t1 // jg17872.t1 // jg8165.t1 // jg19894.t1 // jg8196.t1 // jg20092.t1 // jg4456.t1 // jg20600.t1 // jg4989.t1 // jg8167.t1 // jg2664.t1 // jg19896.t1 // jg15337.t1 // jg5587.t1 
